numero_de_cliente,Predicted
140724871,1
136262321,1
55674221,1
171294021,1
57324951,1
180643911,1
144097511,1
152384691,1
34867021,1
135880091,1
84228531,1
139164601,1
154141511,1
87724451,1
90224791,1
125544741,1
66976671,1
134757441,1
59882371,1
52982701,1
78957261,1
100047331,1
101386071,1
101678881,1
77723781,1
111898151,1
101602271,1
120869151,1
89009041,1
126166801,1
172073161,1
100331661,1
37660291,1
71578631,1
75384091,1
129193291,1
109243071,1
39380561,1
64200531,1
168713441,1
153713081,1
132151481,1
127149981,1
79099541,1
144509211,1
143077841,1
79183111,1
109242251,1
30123881,1
35716511,1
128968671,1
140262931,1
122302161,1
31889121,1
140834051,1
119330701,1
133099281,1
156410271,1
52471991,1
79399431,1
115681911,1
125390411,1
59402011,1
164386861,1
35110241,1
66153961,1
41519431,1
74187571,1
145271101,1
80624951,1
143781711,1
162930461,1
86360451,1
81425731,1
91235691,1
32618201,1
71861851,1
116254321,1
130378641,1
78298181,1
99355621,1
89164891,1
62088731,1
170063701,1
92402851,1
56712951,1
80511971,1
77640861,1
145849711,1
82611951,1
178444281,1
123235981,1
65760271,1
85445051,1
141917701,1
158419491,1
36641731,1
183801641,1
158532071,1
39939811,1
115539101,1
112843201,1
107872751,1
87065781,1
36820511,1
168894321,1
114212701,1
157959831,1
181030941,1
156677061,1
120636511,1
121300501,1
33295821,1
64422521,1
128574921,1
137717151,1
90660711,1
106741501,1
94625351,1
169640831,1
140385621,1
67035321,1
112906941,1
58988791,1
113896731,1
143464401,1
29853881,1
91243061,1
144144761,1
73699431,1
158324401,1
51137521,1
90967911,1
104236711,1
31117181,1
187956461,1
54123721,1
114376621,1
56352711,1
146780721,1
180389171,1
88390311,1
105795161,1
170550321,1
68485821,1
115406821,1
131440471,1
145052501,1
59157741,1
37053551,1
124140971,1
36046631,1
152864881,1
126353591,1
107484321,1
119958841,1
132784591,1
64412171,1
93066491,1
106306401,1
77199911,1
85174051,1
68622781,1
94906581,1
79042171,1
35649841,1
73984351,1
171130271,1
56101711,1
61626211,1
105205211,1
72497011,1
180008111,1
50569731,1
36930391,1
138420201,1
29205441,1
178532061,1
175918381,1
127393431,1
127729811,1
80457231,1
145344261,1
85902191,1
110481811,1
85373351,1
102257371,1
123027791,1
72838361,1
67141761,1
76320831,1
187827511,1
117795051,1
91601901,1
110725851,1
54724081,1
137428371,1
97443651,1
65838751,1
186827251,1
88470491,1
105898501,1
40593511,1
114648151,1
75358181,1
35658731,1
50526631,1
107647011,1
109220321,1
120926521,1
97266631,1
94172181,1
32862591,1
51153781,1
110964861,1
134681241,1
183859531,1
59314061,1
68277161,1
95014541,1
87960071,1
102178131,1
99220471,1
170103701,1
63333381,1
56816171,1
79878561,1
129235751,1
85782541,1
101165011,1
68365231,1
94766991,1
132549381,1
68530031,1
67438021,1
115232781,1
109115871,1
140326851,1
152531891,1
161432301,1
84292631,1
115540681,1
31980881,1
133469811,1
152806691,1
111410771,1
117210071,1
126104811,1
120582421,1
50823011,1
127988881,1
55626851,1
76923941,1
155753301,1
120079721,1
136664611,1
40308121,1
78376371,1
80996191,1
73703761,1
153679751,1
116953401,1
82506101,1
106313421,1
144130841,1
104449111,1
184273751,1
84027831,1
121896421,1
186874801,1
111351881,1
128399301,1
134137951,1
127679581,1
133790871,1
92481041,1
111015681,1
111870201,1
171452441,1
104688591,1
69964211,1
59265171,1
69649941,1
85165571,1
99191231,1
131981481,1
92498761,1
142884621,1
58295441,1
94011361,1
127758411,1
170132361,1
77214591,1
110296421,1
35772531,1
96708081,1
81260811,1
106667991,1
36139971,1
79611601,1
95090741,1
36540911,1
125520121,1
73097261,1
172171231,1
138790971,1
75017821,1
60850461,1
97235931,1
98433961,1
95101031,1
101564141,1
115870571,1
168083081,1
83711331,1
140772121,1
32280591,1
143390421,1
123217211,1
168580631,1
90874341,1
103431141,1
71405701,1
31089281,1
100356461,1
87236141,1
35095271,1
84870941,1
66982221,1
84814101,1
92083191,1
79321421,1
99759841,1
81224031,1
37240401,1
90150291,1
171270391,1
144548281,1
153288691,1
50887571,1
73464111,1
39474891,1
104678241,1
89149861,1
84085551,1
115973381,1
140132521,1
52194151,1
127383841,1
73912481,1
126270781,1
103011601,1
111194281,1
38828561,1
134953291,1
57568411,1
89325831,1
112109911,1
121971921,1
54346881,1
32086321,1
170382191,1
110114551,1
114846281,1
113618651,1
136492741,1
131199181,1
92483141,1
106024231,1
147912031,1
143232811,1
39262251,1
78930651,1
54112551,1
140562821,1
156601211,1
54073781,1
126940441,1
58876681,1
143863181,1
76669841,1
144102951,1
75387541,1
84982291,1
117854411,1
97344001,1
29455801,1
71934311,1
128828371,1
106203241,1
153138571,1
67329951,1
94449441,1
69356421,1
183784331,1
40800881,1
58834691,1
117252411,1
153115061,1
61261171,1
77873141,1
143809081,1
93631821,1
114273641,1
182574131,1
72824561,1
37773921,1
123861781,1
65631141,1
156577991,1
128231051,1
127085591,1
140421941,1
152421831,1
109542021,1
145871871,1
107169871,1
111919731,1
41746691,1
107398061,1
67262231,1
75057121,1
86638641,1
99970191,1
102802531,1
169670651,1
71857351,1
68356811,1
81335261,1
123818391,1
114973301,1
107058641,1
77632611,1
53467741,1
181200121,1
38145271,1
67687151,1
86349571,1
159948001,1
65508451,1
66050511,1
110137591,1
31284781,1
33376111,1
58755331,1
109656291,1
34879941,1
80824141,1
137435271,1
96601121,1
30135171,1
95486771,1
114890141,1
187434871,1
102524281,1
62803891,1
133071731,1
121783791,1
79832541,1
75657251,1
57220391,1
82160421,1
156557231,1
59643541,1
131432401,1
73992771,1
66143081,1
119182921,1
67756801,1
29487201,1
116290401,1
113390931,1
64327611,1
56387451,1
109951331,1
113139581,1
54098631,1
38472881,1
88789211,1
36387631,1
94361661,1
110208411,1
113663741,1
142456951,1
120780491,1
129302071,1
180855611,1
154182801,1
76340601,1
139977601,1
53042411,1
133931691,1
82966931,1
40911351,1
67308721,1
60110101,1
155642301,1
115225351,1
77639921,1
57955901,1
67103511,1
153672671,1
94018731,1
143278371,1
91954421,1
40535381,1
69088291,1
78995391,1
39822791,1
50789851,1
69950531,1
55539831,1
80723961,1
139152441,1
112709691,1
99563931,1
31739531,1
152263991,1
77096581,1
99579661,1
111162641,1
85907751,1
81703981,1
80956891,1
127651861,1
83919811,1
117288141,1
135731321,1
154996851,1
136332851,1
57690111,1
92122841,1
102616211,1
101951461,1
176293301,1
112365061,1
127013311,1
152566981,1
179023591,1
87368421,1
92500571,1
132765701,1
140543051,1
79163051,1
170263651,1
85709441,1
72917901,1
144127801,1
36175001,1
30679041,1
77582321,1
67843761,1
102713931,1
156318631,1
71301781,1
53872251,1
125595621,1
33699391,1
112809341,1
52750651,1
133241621,1
154564561,1
65956821,1
102075151,1
73058021,1
70902651,1
31928891,1
101665141,1
162182081,1
121411731,1
78602571,1
85615231,1
105910311,1
54248051,1
73362291,1
134212401,1
37277421,1
181436911,1
133193431,1
69392621,1
104289521,1
70203981,1
34452391,1
73733941,1
34312151,1
95626481,1
53523711,1
74742381,1
111998741,1
73600251,1
58176841,1
56870031,1
143996631,1
91613241,1
40472221,1
106076341,1
87180111,1
120110011,1
51708231,1
95255831,1
100284291,1
75897311,1
67899491,1
143364631,1
101138931,1
141389971,1
79450311,1
89686131,1
67374511,1
137971831,1
110600931,1
104624321,1
40315901,1
144454421,1
94211601,1
33520971,1
41164101,1
60941521,1
110944741,1
87662811,1
110122441,1
125953401,1
171101211,1
95502091,1
121274191,1
153909871,1
120595461,1
106371081,1
111079831,1
113573861,1
99962881,1
78938431,1
126494471,1
87223211,1
69295661,1
59920681,1
58958671,1
61410711,1
69798711,1
135239961,1
142054371,1
145251331,1
143365041,1
56835761,1
113804041,1
121214651,1
120850381,1
133849001,1
170385291,1
125245791,1
91597801,1
119106071,1
91019491,1
74842091,1
131726911,1
133275541,1
74635181,1
132322361,1
62650731,1
97372421,1
102665631,1
168376241,1
35015441,1
79350071,1
171931281,1
146345681,1
30345581,1
104229171,1
79603351,1
96991771,1
145552741,1
99809081,1
79575281,1
53042351,1
166446381,1
168422851,1
119543161,1
50522831,1
123810611,1
103100841,1
175260471,1
158864411,1
179660971,1
81607781,1
59074231,1
109440151,1
120331071,1
103994541,1
100665121,1
154847141,1
38385391,1
97399561,1
93289651,1
92246761,1
40742631,1
103538631,1
168291911,1
143149541,1
67110241,1
84872351,1
130508171,1
69191101,1
108603931,1
112916361,1
146968681,1
136443261,1
118340851,1
180190281,1
125187601,1
91037731,1
121872561,1
172074501,1
54644371,1
89340741,1
120056971,1
133379111,1
34966611,1
96445091,1
158869561,1
60855141,1
54511211,1
87955101,1
73614991,1
57495481,1
166204211,1
55413861,1
40388591,1
49287601,1
106958871,1
99355681,1
124030031,1
105886631,1
169749191,1
100327861,1
109277691,1
39517231,1
86366351,1
32042281,1
32791361,1
152539611,1
71197861,1
58437431,1
139227941,1
70541301,1
32288661,1
137761181,1
171310921,1
118994901,1
59655881,1
127763091,1
152557331,1
66248641,1
50906521,1
126641021,1
76095971,1
120116091,1
104751111,1
125346081,1
92140741,1
83021611,1
91181711,1
40935681,1
53331661,1
82006151,1
74729221,1
96754631,1
55753871,1
119033731,1
31842691,1
35180241,1
154839481,1
160057711,1
141880621,1
79666921,1
117057551,1
168274311,1
39648521,1
110308941,1
87351521,1
52859541,1
136183261,1
119837671,1
84128941,1
34580641,1
79523641,1
38986281,1
129788571,1
58381171,1
111174451,1
97022651,1
99122981,1
58760361,1
50801901,1
115684951,1
102509191,1
170196451,1
137714871,1
152281651,1
107680351,1
92945081,1
30041541,1
118479101,1
78360581,1
54303431,1
69630931,1
88192181,1
82736051,1
82816751,1
125262101,1
179002771,1
40012441,1
142991991,1
114744991,1
84441051,1
68317921,1
36676531,1
153125821,0
60951461,0
80373601,0
125107071,0
104865321,0
66676601,0
56341311,0
132057851,0
62454591,0
87568251,0
39196811,0
107200981,0
153142021,0
134665741,0
82131531,0
84887141,0
63785671,0
71605881,0
93900541,0
114158901,0
101830701,0
121485481,0
39626531,0
86660691,0
153560741,0
94507511,0
113506661,0
152957511,0
108886861,0
85196271,0
86702561,0
131378541,0
118297111,0
100530261,0
109181721,0
54737361,0
116430991,0
79933361,0
59266981,0
118782441,0
153678521,0
58373161,0
69283031,0
95897951,0
39755301,0
140866801,0
156903031,0
75729591,0
171889351,0
128549301,0
156776361,0
30584711,0
29816331,0
116273501,0
64250881,0
130494781,0
72468301,0
120378851,0
53236511,0
105316091,0
33669921,0
29827911,0
97400201,0
102059941,0
86243371,0
145580581,0
107987081,0
75078641,0
108801191,0
102782241,0
174349461,0
77936301,0
144460381,0
157996271,0
71016341,0
29357321,0
102329191,0
107819531,0
34621461,0
71624131,0
53653831,0
108087491,0
128194561,0
118615481,0
153351671,0
96705511,0
81717371,0
159203541,0
162938001,0
31595431,0
103373011,0
93183101,0
53965471,0
31266011,0
137196551,0
146740021,0
73480191,0
69498121,0
89695781,0
82761841,0
97076981,0
76230651,0
74306111,0
55577961,0
79214341,0
60241501,0
57160271,0
146927101,0
182619451,0
73130591,0
82824531,0
82116621,0
81059171,0
69220981,0
124127751,0
116019811,0
51062311,0
111180771,0
144022301,0
82477561,0
111133871,0
174418641,0
108358021,0
153112311,0
63768881,0
115113541,0
132612311,0
64853641,0
72054431,0
111370541,0
68414301,0
162930171,0
178461061,0
127542381,0
57754201,0
87579301,0
133533731,0
90977151,0
40929541,0
66558121,0
53045221,0
70997921,0
117682711,0
81205551,0
34677311,0
82155101,0
144055401,0
171823911,0
72922281,0
132961321,0
84306371,0
30035341,0
123636051,0
73972891,0
117301241,0
33974601,0
29956101,0
90865391,0
60967191,0
60543731,0
52507841,0
133222731,0
91222651,0
133018221,0
86252141,0
69312911,0
35530831,0
153807821,0
72124961,0
129056801,0
99410121,0
89747301,0
38482761,0
123717571,0
66086941,0
134962531,0
76728211,0
101627011,0
76802361,0
108307961,0
65374061,0
80126111,0
78770591,0
119558951,0
123607161,0
62648511,0
55147131,0
95440161,0
35351821,0
91581311,0
128686501,0
140621361,0
174337881,0
156787471,0
170932021,0
185389971,0
31522741,0
104531511,0
140560131,0
107083261,0
39675011,0
171261561,0
70410891,0
39599101,0
74469391,0
122203741,0
94033231,0
172107721,0
140487261,0
117132821,0
67387381,0
85088261,0
86181201,0
81558831,0
158339961,0
60090271,0
53011181,0
113106951,0
74615181,0
41294341,0
128713691,0
181274221,0
64920601,0
109430381,0
161775701,0
55870831,0
106535821,0
91316631,0
172303511,0
79175451,0
93822291,0
110103791,0
124531681,0
51404721,0
76563061,0
130343901,0
128464801,0
87172101,0
80646881,0
30897701,0
174449051,0
140603581,0
98103081,0
67671361,0
128157601,0
68577171,0
54613731,0
56329031,0
145718421,0
138039731,0
82934941,0
116087591,0
116954571,0
35124161,0
31846431,0
83461911,0
126202941,0
122188241,0
115094061,0
94411721,0
65429151,0
55532171,0
53766231,0
35617441,0
78463391,0
120811841,0
83182551,0
36000901,0
119667021,0
85969911,0
74423661,0
79827391,0
41270951,0
81859071,0
64844051,0
115901621,0
37933571,0
113159111,0
67331351,0
105178311,0
142901231,0
64845751,0
75427831,0
35508141,0
104500811,0
128798371,0
37642631,0
118272901,0
174225481,0
97441431,0
115828111,0
110990881,0
134111581,0
140913701,0
95353671,0
144870331,0
68381551,0
51238461,0
61664571,0
134872241,0
182358981,0
93213681,0
102302581,0
110507071,0
40553621,0
29628261,0
93345791,0
113552511,0
155333931,0
170113291,0
78339881,0
62758631,0
153648811,0
80173891,0
53273411,0
119720241,0
79330481,0
86600631,0
86827651,0
85843421,0
144629511,0
109665531,0
152660841,0
112391671,0
111544111,0
66496661,0
101639001,0
124754021,0
65653131,0
54550631,0
162084071,0
75331861,0
120340191,0
60225361,0
32003631,0
158653711,0
98401451,0
184352291,0
98948651,0
154950941,0
75344671,0
144239441,0
98994561,0
50708271,0
146107551,0
33031661,0
107066361,0
64515331,0
60061501,0
39434011,0
140697971,0
77516001,0
69770291,0
137915921,0
137315211,0
81829481,0
108610891,0
64728731,0
145937431,0
101691691,0
79009831,0
129020601,0
97027091,0
78010691,0
74675361,0
40607951,0
86978881,0
158115921,0
86749931,0
168948591,0
136017111,0
74692551,0
107942871,0
92113601,0
56388151,0
187604521,0
73544751,0
113256191,0
169009761,0
104836021,0
136587301,0
92781451,0
34683451,0
131044561,0
127719171,0
139603911,0
130280331,0
171642681,0
33354881,0
58639131,0
107000801,0
57750401,0
128559541,0
86011611,0
69116651,0
31417241,0
132829741,0
75819771,0
113347481,0
153235121,0
133600051,0
67419661,0
142493501,0
119147481,0
34608181,0
131988261,0
59644471,0
154960241,0
137280941,0
123315571,0
90969841,0
32847331,0
111532651,0
65222891,0
90289711,0
155549201,0
56745001,0
127909231,0
186336661,0
124146761,0
51007401,0
124797591,0
90171811,0
113307421,0
59114991,0
67732471,0
66984971,0
71006341,0
34371861,0
104841401,0
40794331,0
70489371,0
69829061,0
94283471,0
74697701,0
94184111,0
116847901,0
133786601,0
104363261,0
34705321,0
90160521,0
34919361,0
138222951,0
121177811,0
110995911,0
55904811,0
38137261,0
162080271,0
100978051,0
174361451,0
169161931,0
60901811,0
76237381,0
80049851,0
149930081,0
84587661,0
52395151,0
37589061,0
98336421,0
179827931,0
121181321,0
112052951,0
84245261,0
53311011,0
105231641,0
59132241,0
93098421,0
70966981,0
108036201,0
155830201,0
114580251,0
137258311,0
56468561,0
86019271,0
55466551,0
70671831,0
35484811,0
60152201,0
106097101,0
64497611,0
90024261,0
104832631,0
76287851,0
29431471,0
34337011,0
110045891,0
68101191,0
152971371,0
149451711,0
106764481,0
83837821,0
66170101,0
171916491,0
80034471,0
69427711,0
100628161,0
109989751,0
37778071,0
115474131,0
35591241,0
82064341,0
35606741,0
51742621,0
91830791,0
73148601,0
57959411,0
76247851,0
58293101,0
182735711,0
38743531,0
31096771,0
51778291,0
110972111,0
141122541,0
171156411,0
52897441,0
145830411,0
61445211,0
80087161,0
171268171,0
79205861,0
91824941,0
142946431,0
80482961,0
32753061,0
99834401,0
37624971,0
135962261,0
97217041,0
29652351,0
59387571,0
81838191,0
52499361,0
136859181,0
81352101,0
58484511,0
39159501,0
158435051,0
34917431,0
129950211,0
118272491,0
127750751,0
29923701,0
107311801,0
133588121,0
55353041,0
135927811,0
36731791,0
68290791,0
74846241,0
32875401,0
137842821,0
99949201,0
124472671,0
69628301,0
154184381,0
144611791,0
107147411,0
41473761,0
131880191,0
153232311,0
72857841,0
93193921,0
87608311,0
171040801,0
93689831,0
34933041,0
119717491,0
100830091,0
131592701,0
145322271,0
128246901,0
71382081,0
59994831,0
33719801,0
99375561,0
96073681,0
32156321,0
64379481,0
111298611,0
39780861,0
103599271,0
104568651,0
55359241,0
58014791,0
170876581,0
64847911,0
68269031,0
170862551,0
141298451,0
34586021,0
29524631,0
67985341,0
72237121,0
68160431,0
123353821,0
74101021,0
170293821,0
115267811,0
56542421,0
125168651,0
153886651,0
59881031,0
88068491,0
73050061,0
132866351,0
145679001,0
171277061,0
159012311,0
55498951,0
140344041,0
87546611,0
122486141,0
123697981,0
175436911,0
61061171,0
73841191,0
77397931,0
96451701,0
112429801,0
74400031,0
60437531,0
30807991,0
141681321,0
153066811,0
162506301,0
99269071,0
126093761,0
36617461,0
77923731,0
170470961,0
114308841,0
128376901,0
127387821,0
100961441,0
56328211,0
54449811,0
144044991,0
40685851,0
33956591,0
56124931,0
40283441,0
116698131,0
53840731,0
34675671,0
128698721,0
146638381,0
50909621,0
131474161,0
85180831,0
104811751,0
67852531,0
107801871,0
37804561,0
99081231,0
182471321,0
36435241,0
51065881,0
123781781,0
110805731,0
73168431,0
121748171,0
174501801,0
82200481,0
156897881,0
119269351,0
56746231,0
79266971,0
68234121,0
170190781,0
73069481,0
76285801,0
187272641,0
89378111,0
106366461,0
132251071,0
35722531,0
57625021,0
186334961,0
35463291,0
60519871,0
169768901,0
53749911,0
157113031,0
80975251,0
95631981,0
63757421,0
117437501,0
157674621,0
144242131,0
98404961,0
124926251,0
170257271,0
66617831,0
91331481,0
30133531,0
112009381,0
55011221,0
88086801,0
122304091,0
104074661,0
112012541,0
116785381,0
99437841,0
77956711,0
103374471,0
123913191,0
94572251,0
39499511,0
89934321,0
114118141,0
125887731,0
59352831,0
109760861,0
55489481,0
133181621,0
36299501,0
79290011,0
112277811,0
73280481,0
141965771,0
146860721,0
124998241,0
145538651,0
56078321,0
99311001,0
120080541,0
74807231,0
139441741,0
72003141,0
109445001,0
40283031,0
91172241,0
131949781,0
64564511,0
168003721,0
127745841,0
33097221,0
74575531,0
80021021,0
112011371,0
140151171,0
121383781,0
73431181,0
56038961,0
69992341,0
132161601,0
158678211,0
59783661,0
74694601,0
75747721,0
142571161,0
31195891,0
80787761,0
125861411,0
138450321,0
119419121,0
73314981,0
112429271,0
169981771,0
34021741,0
121626301,0
66825671,0
66394551,0
111570601,0
110821291,0
139408701,0
97422191,0
72928951,0
153801741,0
144897231,0
70624341,0
78885271,0
84938311,0
62726231,0
59837401,0
136751631,0
129071241,0
80814021,0
41260951,0
92070211,0
121659751,0
89309921,0
34564441,0
62587691,0
170216981,0
54264311,0
185336991,0
127117231,0
126271601,0
98579521,0
125516671,0
39589981,0
106934311,0
114337731,0
59285171,0
94792371,0
120260131,0
32529371,0
98409931,0
136858241,0
85536341,0
161931141,0
141451141,0
140270531,0
105748261,0
133900111,0
118101961,0
77608111,0
97781261,0
90194911,0
128889661,0
54326061,0
75669471,0
94594821,0
69246771,0
123694411,0
104969301,0
31080161,0
112391791,0
124704721,0
76512121,0
79395921,0
118986831,0
93277781,0
116749651,0
126611661,0
109152131,0
170183001,0
66619061,0
54299101,0
101226011,0
168932741,0
102182111,0
70677851,0
87032801,0
145660641,0
103764541,0
186771461,0
55306671,0
136259051,0
31880821,0
35227201,0
29949731,0
119792931,0
123129721,0
75288531,0
142647361,0
40208531,0
132400961,0
88963951,0
128080581,0
67052111,0
78835501,0
35513291,0
86937591,0
168188461,0
54080971,0
74701441,0
171314781,0
136378581,0
109291261,0
154648951,0
35242171,0
29688611,0
107131451,0
101799061,0
29453171,0
168558231,0
101707421,0
107041741,0
145585901,0
126389381,0
66412911,0
72992461,0
69373731,0
82493531,0
91718041,0
91136861,0
71306231,0
93874051,0
131496671,0
143990491,0
106952611,0
83797471,0
105246091,0
34764621,0
119096481,0
31821581,0
79327441,0
32385861,0
95773211,0
113729531,0
56344761,0
93367081,0
86444951,0
33881271,0
65996471,0
143252521,0
112557871,0
81487661,0
108482881,0
80964491,0
97102531,0
100671671,0
110348881,0
134764811,0
102630361,0
70131641,0
36893901,0
54606651,0
86165651,0
140298191,0
71301961,0
152881601,0
39190441,0
30487341,0
99944051,0
108318551,0
101125711,0
141333421,0
52844161,0
31389111,0
58708781,0
87203971,0
37406721,0
102119181,0
38163521,0
39945071,0
94436811,0
38440541,0
55008361,0
54583731,0
126518971,0
142965911,0
144311841,0
39637351,0
69714791,0
115990401,0
40577191,0
154573331,0
111617501,0
110171451,0
55819191,0
124980051,0
170508331,0
96286901,0
103031481,0
66091621,0
66808301,0
39206521,0
67580831,0
83129621,0
135554241,0
153064591,0
115689981,0
141726761,0
128091751,0
94999511,0
76196621,0
124701801,0
84938721,0
50855641,0
152988621,0
152126091,0
100067971,0
64259771,0
172433811,0
158188261,0
79043281,0
57356121,0
134644511,0
67569431,0
56652311,0
66896491,0
110641521,0
78109461,0
85921491,0
154824681,0
89383371,0
157853981,0
77707351,0
145350871,0
135595761,0
111941371,0
107813101,0
94840851,0
60616191,0
54510221,0
101558591,0
92107641,0
29780251,0
100345231,0
168003541,0
86070501,0
87156431,0
168200391,0
158468091,0
170537221,0
137886041,0
152546801,0
130709461,0
134406791,0
118603201,0
158808681,0
113191571,0
117166091,0
128513341,0
39480621,0
104083081,0
96641881,0
59544651,0
96908201,0
78700411,0
71573131,0
35440601,0
87217601,0
171334371,0
129180661,0
57275011,0
136099511,0
103628691,0
67413171,0
67271061,0
71274591,0
74759341,0
72911351,0
137856681,0
94412131,0
40809771,0
80765541,0
156430801,0
120639031,0
36543601,0
74450501,0
83192721,0
50418791,0
58683401,0
69951171,0
39655711,0
103658221,0
81855151,0
29861011,0
106268391,0
72066361,0
115232021,0
144438801,0
102184801,0
105547671,0
137434801,0
57676011,0
144252951,0
126739911,0
40712401,0
94954301,0
53180191,0
29362871,0
33605531,0
69930531,0
63774671,0
73766981,0
155383761,0
69897371,0
78527951,0
36277401,0
125308421,0
109293891,0
101158521,0
138404821,0
137343221,0
125870421,0
90758311,0
114827681,0
95905901,0
81232801,0
129175051,0
171284781,0
116567191,0
141479151,0
53989741,0
138089551,0
91040951,0
29852651,0
152458381,0
146785751,0
38170711,0
66085361,0
58366381,0
80236231,0
103468741,0
66353321,0
80817121,0
39908231,0
187400951,0
130365421,0
107007001,0
102636331,0
145439821,0
73905751,0
85749971,0
168776191,0
127654611,0
134681651,0
91739501,0
34785261,0
154148531,0
69887191,0
60457241,0
182461201,0
38068191,0
37721171,0
146230651,0
138480671,0
93644161,0
63931871,0
32791421,0
61416791,0
50644121,0
65543191,0
90604511,0
187626041,0
138043001,0
105899321,0
138057971,0
29367321,0
57664671,0
29593291,0
110450641,0
32869201,0
38188081,0
83178981,0
102337961,0
146928211,0
80253251,0
129106681,0
94696641,0
120920731,0
33775241,0
70525391,0
74195061,0
118779341,0
170152421,0
102606621,0
92303431,0
170168851,0
33001131,0
84044141,0
35303581,0
79551011,0
55286901,0
154359411,0
121941101,0
66465371,0
62745531,0
156419631,0
116553451,0
137266791,0
36065871,0
73739261,0
84918841,0
71334471,0
69889881,0
125528131,0
60775371,0
67898091,0
41589551,0
30941621,0
128446321,0
62682251,0
122286311,0
141951851,0
29207901,0
71417341,0
76266621,0
37425781,0
140733001,0
109588691,0
123792541,0
